Date,ABBIGERE,AGARA,AKSHAYANAGARA,ALLALASANDRA
21-05-2014,444,3,1549,1161
22-05-2014,453,3,1544,1172
23-05-2014,453,3,1540,1182
24-05-2014,455,3,1538,1192
25-05-2014,454,3,1535,1202
26-05-2014,454,3,1533,1213
27-05-2014,451,3,1529,1223
28-05-2014,446,3,1526,1233
29-05-2014,440,3,1521,1243
30-05-2014,427,3,1517,1254
31-05-2014,427,3,1512,1264
01-06-2014,429,3,1507,1264
02-06-2014,428,2,1501,1264
03-06-2014,423,2,1495,1264
04-06-2014,413,2,1489,1258
05-06-2014,407,2,1482,1252
06-06-2014,395,2,1476,1246
07-06-2014,383,2,1471,1239
08-06-2014,366,2,1464,1232
09-06-2014,353,2,1459,1251
10-06-2014,336,2,1462,1244
11-06-2014,317,2,1462,1236
12-06-2014,295,2,1457,1229
13-06-2014,275,2,1452,1222
14-06-2014,255,2,1447,1215
15-06-2014,238,1,1442,1208
16-06-2014,226,1,1436,1201
17-06-2014,213,0,1430,1193
18-06-2014,199,0,1421,1185
19-06-2014,185,0,1412,1177
20-06-2014,170,0,1403,1169
21-06-2014,158,0,1395,1161
22-06-2014,149,0,1384,1153
23-06-2014,140,0,1372,1145
24-06-2014,131,0,1359,1135
25-06-2014,126,0,1347,1127
26-06-2014,121,0,1334,1119
27-06-2014,116,0,1322,1111
28-06-2014,112,0,1308,1102
29-06-2014,109,0,1294,1107
30-06-2014,106,0,1284,1113
01-07-2014,105,0,1281,1105
02-07-2014,104,0,1269,1096
03-07-2014,103,0,1259,1087
04-07-2014,102,0,1248,1079
05-07-2014,100,0,1237,1071
06-07-2014,114,0,1226,1071
07-07-2014,115,0,1214,1063
08-07-2014,112,0,1202,1055
09-07-2014,109,0,1190,1046
10-07-2014,106,0,1178,1038
11-07-2014,106,0,1170,1038
12-07-2014,104,0,1159,1030
13-07-2014,103,0,1150,1022
14-07-2014,102,0,1139,1015
15-07-2014,101,0,1129,1006
16-07-2014,100,0,1118,997
17-07-2014,98,0,1108,988
18-07-2014,97,0,1096,979
19-07-2014,96,0,1086,971
20-07-2014,95,0,1074,963
21-07-2014,94,0,1062,954
22-07-2014,93,0,1050,945
23-07-2014,92,0,1038,936
24-07-2014,91,0,1027,927
25-07-2014,90,0,1015,918
26-07-2014,89,0,1002,910
27-07-2014,88,0,988,900
28-07-2014,86,0,975,890
29-07-2014,84,0,963,880
30-07-2014,83,0,951,870
31-07-2014,82,0,939,860
01-08-2014,81,0,927,850
02-08-2014,80,0,915,840
03-08-2014,79,0,903,832
04-08-2014,78,0,891,824
05-08-2014,76,0,878,814
06-08-2014,75,0,866,804
07-08-2014,91,0,854,796
08-08-2014,116,0,842,788
09-08-2014,141,0,830,788
10-08-2014,167,0,819,790
11-08-2014,192,0,807,782
12-08-2014,265,0,799,774
13-08-2014,307,0,787,764
14-08-2014,347,0,776,756
15-08-2014,384,0,764,747
16-08-2014,431,0,753,739
17-08-2014,454,0,743,731
18-08-2014,470,0,746,722
19-08-2014,488,0,748,714
20-08-2014,496,0,752,707
21-08-2014,511,0,759,699
22-08-2014,523,0,777,691
23-08-2014,519,0,790,684
24-08-2014,517,0,802,677
25-08-2014,556,0,814,682
26-08-2014,563,0,826,684
27-08-2014,566,0,838,676
28-08-2014,574,0,848,668
29-08-2014,578,0,860,659
30-08-2014,578,0,873,650
31-08-2014,575,0,887,642
01-09-2014,574,0,901,633
02-09-2014,596,0,916,624
03-09-2014,593,0,933,615
04-09-2014,604,0,955,620
05-09-2014,606,0,979,623
06-09-2014,626,0,1018,628
07-09-2014,640,0,1038,628
08-09-2014,653,0,1057,618
09-09-2014,664,0,1071,609
10-09-2014,671,0,1085,601
11-09-2014,679,0,1098,593
12-09-2014,682,0,1118,586
13-09-2014,689,0,1142,578
14-09-2014,685,0,1154,569
15-09-2014,679,0,1171,560
16-09-2014,679,0,1189,570
17-09-2014,658,0,1202,570
18-09-2014,635,0,1216,573
19-09-2014,617,0,1204,579
20-09-2014,593,0,1190,586
21-09-2014,569,0,1177,586
22-09-2014,575,0,1164,599
23-09-2014,565,0,1151,623
24-09-2014,555,0,1137,637
25-09-2014,531,0,1124,645
26-09-2014,507,0,1111,654
27-09-2014,497,0,1099,664
28-09-2014,480,0,1085,681
29-09-2014,456,0,1072,698
30-09-2014,433,0,1057,708
01-10-2014,410,0,1044,718
02-10-2014,387,0,1030,728
03-10-2014,365,0,1017,738
04-10-2014,344,0,1002,747
05-10-2014,323,0,988,754
06-10-2014,302,0,974,761
07-10-2014,285,0,962,770
08-10-2014,270,0,949,790
09-10-2014,251,0,937,799
10-10-2014,232,0,924,804
11-10-2014,213,0,912,812
12-10-2014,196,0,899,818
13-10-2014,179,0,887,824
14-10-2014,162,0,874,829
15-10-2014,148,0,862,835
16-10-2014,134,0,849,838
17-10-2014,122,0,837,841
18-10-2014,122,0,829,900
19-10-2014,185,0,850,956
20-10-2014,208,0,891,1001
21-10-2014,225,0,894,1031
22-10-2014,223,0,885,1053
23-10-2014,220,0,880,1069
24-10-2014,234,0,880,1184
25-10-2014,249,15,922,1212
26-10-2014,262,30,944,1224
27-10-2014,273,42,955,1230
28-10-2014,279,46,955,1234
29-10-2014,281,46,960,1227
30-10-2014,281,46,963,1219
31-10-2014,280,46,966,1211
01-11-2014,286,46,974,1211
02-11-2014,281,49,991,1213
03-11-2014,277,52,1001,1213
04-11-2014,273,52,1006,1206
05-11-2014,270,52,1009,1199
06-11-2014,267,52,1013,1192
07-11-2014,275,52,1015,1185
08-11-2014,277,52,1018,1177
09-11-2014,276,52,1021,1169
10-11-2014,274,52,1026,1162
11-11-2014,271,52,1029,1154
12-11-2014,267,52,1033,1154
13-11-2014,334,58,1116,1214
14-11-2014,373,61,1181,1250
15-11-2014,392,61,1208,1279
16-11-2014,400,61,1224,1288
17-11-2014,406,61,1232,1288
18-11-2014,406,61,1241,1281
19-11-2014,400,61,1252,1274
20-11-2014,391,61,1260,1267
21-11-2014,380,61,1267,1260
22-11-2014,372,61,1277,1253
23-11-2014,362,61,1282,1246
24-11-2014,354,61,1292,1239
25-11-2014,345,61,1299,1231
26-11-2014,336,61,1308,1224
27-11-2014,326,61,1315,1217
28-11-2014,317,61,1324,1210
29-11-2014,306,61,1329,1203
30-11-2014,294,61,1335,1196
01-12-2014,280,61,1339,1189
02-12-2014,267,61,1345,1181
03-12-2014,255,61,1351,1173
04-12-2014,241,61,1355,1165
05-12-2014,225,61,1357,1158
06-12-2014,212,61,1361,1151
07-12-2014,200,61,1362,1145
08-12-2014,189,61,1362,1139
09-12-2014,178,61,1359,1133
10-12-2014,176,61,1359,1123
11-12-2014,182,69,1359,1115
12-12-2014,187,77,1359,1107
13-12-2014,196,83,1361,1100
14-12-2014,298,91,1362,1094
15-12-2014,332,99,1367,1088
16-12-2014,342,104,1378,1082
17-12-2014,354,108,1384,1076
18-12-2014,365,110,1393,1070
19-12-2014,374,110,1400,1063
20-12-2014,384,110,1409,1056
21-12-2014,391,110,1416,1048
22-12-2014,393,110,1424,1040
23-12-2014,399,110,1431,1032
24-12-2014,405,110,1439,1024
25-12-2014,413,110,1446,1016
26-12-2014,422,110,1454,1008
27-12-2014,431,110,1462,1000
28-12-2014,436,110,1471,992
29-12-2014,445,110,1483,984
30-12-2014,473,121,1550,984
31-12-2014,485,123,1570,976
01-01-2015,487,123,1580,968
02-01-2015,481,123,1588,960
03-01-2015,476,123,1606,952
04-01-2015,470,123,1616,944
05-01-2015,460,123,1627,938
06-01-2015,449,123,1636,932
07-01-2015,438,123,1647,924
08-01-2015,427,123,1656,917
09-01-2015,415,123,1668,910
10-01-2015,402,123,1677,904
11-01-2015,389,123,1688,898
12-01-2015,374,123,1698,892
13-01-2015,360,122,1709,886
14-01-2015,347,122,1717,880
15-01-2015,334,121,1725,873
16-01-2015,319,121,1732,866
17-01-2015,3221,622,2736,3015
18-01-2015,277,120,1737,851
19-01-2015,259,119,1740,844
20-01-2015,243,119,1741,837
21-01-2015,227,118,1743,831
22-01-2015,212,118,1743,825
23-01-2015,207,117,1743,819
24-01-2015,206,117,1743,807
25-01-2015,205,117,1743,797
26-01-2015,208,116,1743,786
27-01-2015,212,115,1741,779
28-01-2015,217,115,1738,771
29-01-2015,224,114,1738,765
30-01-2015,229,114,1738,759
31-01-2015,232,113,1741,753
01-02-2015,235,113,1743,747
02-02-2015,236,112,1746,741
03-02-2015,236,112,1748,735
04-02-2015,234,110,1751,729
05-02-2015,230,110,1753,723
06-02-2015,229,109,1756,717
07-02-2015,224,109,1758,711
08-02-2015,219,108,1761,705
09-02-2015,216,108,1763,699
10-02-2015,218,106,1766,691
11-02-2015,235,106,1769,683
12-02-2015,252,105,1772,677
13-02-2015,265,105,1779,670
14-02-2015,274,104,1786,664
15-02-2015,282,104,1792,658
16-02-2015,289,103,1797,652
17-02-2015,294,102,1800,646
18-02-2015,298,102,1803,649
19-02-2015,298,101,1805,655
20-02-2015,294,98,1810,661
21-02-2015,289,94,1813,667
22-02-2015,283,91,1818,674
23-02-2015,275,87,1821,681
24-02-2015,268,85,1824,688
25-02-2015,261,83,1826,694
26-02-2015,252,81,1830,700
27-02-2015,244,79,1831,709
28-02-2015,235,77,1833,718
01-03-2015,235,75,1833,728
02-03-2015,239,74,1833,739
03-03-2015,240,73,1831,748
04-03-2015,238,73,1831,757
05-03-2015,235,72,1830,767
06-03-2015,231,72,1828,776
07-03-2015,229,71,1824,785
08-03-2015,221,71,1820,793
09-03-2015,206,70,1812,802
10-03-2015,192,70,1807,811
11-03-2015,181,70,1794,826
12-03-2015,165,70,1782,841
13-03-2015,158,70,1768,845
14-03-2015,162,70,1756,851
15-03-2015,169,70,1740,856
16-03-2015,175,70,1727,862
17-03-2015,180,70,1711,868
18-03-2015,180,70,1697,874
19-03-2015,171,70,1682,879
20-03-2015,156,70,1669,885
21-03-2015,140,70,1653,890
22-03-2015,127,70,1641,896
23-03-2015,113,70,1627,906
24-03-2015,107,70,1613,904
25-03-2015,102,70,1597,904
26-03-2015,98,70,1582,902
27-03-2015,94,70,1567,896
28-03-2015,90,69,1555,890
29-03-2015,86,68,1542,884
30-03-2015,83,67,1529,876
31-03-2015,80,65,1514,870
01-04-2015,77,64,1501,864
02-04-2015,74,62,1489,858
03-04-2015,73,61,1479,852
04-04-2015,72,59,1466,846
05-04-2015,70,58,1454,840
06-04-2015,69,56,1440,834
07-04-2015,68,54.5,1428,827
08-04-2015,67,53,1415,820
09-04-2015,66,51.5,1403,813
10-04-2015,65,50,1390,806
11-04-2015,64,48.5,1378,799
12-04-2015,63,47,1365,792
13-04-2015,61,45.5,1354,785
14-04-2015,69,44,1341,778
15-04-2015,103,42.5,1331,771
16-04-2015,146,41,1319,763
17-04-2015,196,39.5,1308,756
18-04-2015,250,38,1295,749
19-04-2015,307,36.5,1284,740
20-04-2015,328,35,1284,731
21-04-2015,341,33.5,1291,724
22-04-2015,353,32,1300,732
23-04-2015,362,30.5,1311,740
24-04-2015,368,29,1319,749
25-04-2015,360,27.5,1329,758
26-04-2015,319,26,1337,768
27-04-2015,276,24.5,1345,778
28-04-2015,232,23,1351,785
29-04-2015,197,21.5,1359,792
30-04-2015,164,20,1362,794
01-05-2015,155,18.5,1359,799
02-05-2015,153,17,1347,799
03-05-2015,155,15.5,1337,792
04-05-2015,153,14,1326,785
05-05-2015,151,12.5,1317,778
06-05-2015,150,11,1305,771
07-05-2015,148,9.5,1294,764
08-05-2015,146,8,1282,755
09-05-2015,144,6.5,1269,747
10-05-2015,142,5,1255,740
11-05-2015,141,3.5,1242,733
12-05-2015,139,2,1228,726
13-05-2015,137,0.5,1216,717
14-05-2015,135,0,1204,709
15-05-2015,133,0,1194,701
16-05-2015,131,0,1183,694
17-05-2015,129,0,1174,687
18-05-2015,127,0,1164,680
19-05-2015,125,0,1155,673
20-05-2015,123,0,1144,666
21-05-2015,121,0,1134,659
22-05-2015,119,0,1122,650
23-05-2015,117,0,1113,642
24-05-2015,115,0,1102,634
25-05-2015,113,0,1092,625
26-05-2015,111,0,1079,617
27-05-2015,109,0,1068,610
28-05-2015,107,0,1055,602
29-05-2015,105,0,1044,594
30-05-2015,103,0,1031,587
31-05-2015,101,0,1020,580
01-06-2015,98,0,1007,572
02-06-2015,96,0,996,565
03-06-2015,96,0,983,558
04-06-2015,94,0,972,551
05-06-2015,92,0,959,544
06-06-2015,103,0,948,537
07-06-2015,119,0,935,530
08-06-2015,134,0,924,523
09-06-2015,150,0,912,516
10-06-2015,164,0,902,509
11-06-2015,171,0,890,500
12-06-2015,173,0,880,493
13-06-2015,173,0,868,497
14-06-2015,172,0,858,502
15-06-2015,170,0,847,507
16-06-2015,166,0,838,512
17-06-2015,160,0,827,516
18-06-2015,153,0,818,522
19-06-2015,143,0,807,528
20-06-2015,133,0,798,533
21-06-2015,123,0,787,538
22-06-2015,116,0,778,543
23-06-2015,108,0,767,541
24-06-2015,102,0,758,548
25-06-2015,96,0,747,550
26-06-2015,88,0,738,549
27-06-2015,86,0,727,541
28-06-2015,85,0,718,535
29-06-2015,83,0,708,527
30-06-2015,82,0,700,519
01-07-2015,80,0,690,511
02-07-2015,78,0,682,503
03-07-2015,76,0,672,495
04-07-2015,75,0,664,487
05-07-2015,73,0,654,479
06-07-2015,71,0,646,471
07-07-2015,69,0,636,464
08-07-2015,67,0,629,458
09-07-2015,66,0,620,451
10-07-2015,64,0,613,444
11-07-2015,64,0,604,436
12-07-2015,63,0,597,429
13-07-2015,61,0,588,422
14-07-2015,60,0,581,415
15-07-2015,59,0,572,408
16-07-2015,57,0,565,401
17-07-2015,56,0,555,394
18-07-2015,54,0,547,387
19-07-2015,53,0,537,387
20-07-2015,51,0,529,381
21-07-2015,50,0,519,375
22-07-2015,48,0,511,369
23-07-2015,50,0,501,371
24-07-2015,51,0,493,365
25-07-2015,53,0,485,359
26-07-2015,52,0,477,353
27-07-2015,55,0,468,347
28-07-2015,56,0,462,341
29-07-2015,55,0,454,335
30-07-2015,54,0,446,329
31-07-2015,53,0,436,323
01-08-2015,52,0,428,323
02-08-2015,51,0,419,317
03-08-2015,50,0,412,311
04-08-2015,49,0,403,304
05-08-2015,55,0,398,311
06-08-2015,54,0,389,314
07-08-2015,53,0,382,308
08-08-2015,53,0,373,301
09-08-2015,53,0,365,295
10-08-2015,53,0,356,289
11-08-2015,55,0,349,283
12-08-2015,55,0,341,277
13-08-2015,55,0,335,271
14-08-2015,55,0,327,265
15-08-2015,55,0,321,257
16-08-2015,54,0,314,249
17-08-2015,54,0,309,241
18-08-2015,54,0,302,233
19-08-2015,54,0,297,223
20-08-2015,53,0,290,215
21-08-2015,56,0,287,208
22-08-2015,58,0,283,202
23-08-2015,60,0,281,202
24-08-2015,60,0,277,197
25-08-2015,60,0,274,192
26-08-2015,60,0,269,187
27-08-2015,60,0,266,183
28-08-2015,60,0,260,178
29-08-2015,59,0,256,174
30-08-2015,59,0,249,168
31-08-2015,59,0,247,171
01-09-2015,59,0,242,165
02-09-2015,59,0,238,159
03-09-2015,59,0,232,153
04-09-2015,59,0,228,147
05-09-2015,58,0,221,141
06-09-2015,58,0,216,137
07-09-2015,58,0,209,133
08-09-2015,58,0,204,136
09-09-2015,57,0,197,132
10-09-2015,57,0,192,197
11-09-2015,57,0,186,220
12-09-2015,56,0,181,220
13-09-2015,55,0,175,216
14-09-2015,54,0,170,212
15-09-2015,54,0,164,208
16-09-2015,53,0,159,204
17-09-2015,53,0,153,200
18-09-2015,52,0,148,196
19-09-2015,52,0,143,192
20-09-2015,50,0,138,188
21-09-2015,55,0,133,188
22-09-2015,55,0,128,182
23-09-2015,55,0,122,178
24-09-2015,55,0,117,173
25-09-2015,54,0,111,169
26-09-2015,54,0,111,165
27-09-2015,53,0,106,161
28-09-2015,53,0,101,156
29-09-2015,59,0,95,152
30-09-2015,59,0,90,152
01-10-2015,59,0,84,148
02-10-2015,58,0,79,144
03-10-2015,63,0,79,172
04-10-2015,63,0,77,183
05-10-2015,63,0,71,191
06-10-2015,63,0,66,187
07-10-2015,62,0,61,183
08-10-2015,68,0,61,225
09-10-2015,70,0,62,231
10-10-2015,75,0,67,231
11-10-2015,82,0,67,249
12-10-2015,82,0,64,249
13-10-2015,81,0,59,245
14-10-2015,81,0,56,241
15-10-2015,80,0,51,237
16-10-2015,80,0,48,233
17-10-2015,79,0,43,229
18-10-2015,79,0,40,225
19-10-2015,77,0,34,221
20-10-2015,77,0,30,217
21-10-2015,76,0,25,213
22-10-2015,76,0,21,209
23-10-2015,75,0,17,205
24-10-2015,75,0,14,205
25-10-2015,73,0,10,201
26-10-2015,73,0,7,197
27-10-2015,72,0,7,193
28-10-2015,72,0,6,206
29-10-2015,71,0,16,210
30-10-2015,71,0,20,210
31-10-2015,71,0,22,221
01-11-2015,70,0,25,228
02-11-2015,71,10,35,239
03-11-2015,71,11,32,245
04-11-2015,77,15,40,254
05-11-2015,77,16,46,254
06-11-2015,76,17,46,252
07-11-2015,76,18,45,248
08-11-2015,76,29,51,267
09-11-2015,122,49,84,508
10-11-2015,160,86,408,791
11-11-2015,204,160,471,885
12-11-2015,536,196,533,1004
13-11-2015,989,267,737,1243
14-11-2015,1436,375,1090,1634
15-11-2015,1626,443,1150,1869
16-11-2015,2044,619,1657,2703
17-11-2015,2823,698,2011,3197
18-11-2015,2478,692,2129,3040
19-11-2015,2755,654,2228,3132
20-11-2015,2745,625,2415,3268
21-11-2015,2730,617,2605,3197
22-11-2015,2748,613,2790,3172
23-11-2015,2727,654,2833,3223
24-11-2015,2792,697,2872,3223
25-11-2015,2669,691,2853,3191
26-11-2015,2627,668,2825,3140
27-11-2015,2669,648,2775,3120
28-11-2015,2715,624,2763,3125
29-11-2015,2745,607,2790,3132
30-11-2015,2681,593,2792,3126
01-12-2015,2745,595,2790,3141
02-12-2015,2807,804,3166,3396
03-12-2015,2669,896,2996,3094
04-12-2015,2669,880,2730,3132
05-12-2015,2609,809,2745,3108
06-12-2015,2521,762,2786,3053
07-12-2015,2323,790,2880,3035
08-12-2015,2507,795,2823,2986
09-12-2015,2595,772,2827,3002
10-12-2015,2521,762,2833,2984
11-12-2015,2636,731,2868,2986
12-12-2015,2807,706,2910,2991
13-12-2015,2905,697,2932,3028
14-12-2015,2966,697,2932,3075
15-12-2015,3005,697,2934,3123
16-12-2015,3022,693,2934,3169
17-12-2015,3028,691,2934,3215
18-12-2015,3028,690,2932,3208
19-12-2015,3064,688,2928,3208
20-12-2015,3061,680,2920,3208
21-12-2015,3061,685,2914,3208
22-12-2015,3064,673,2932,3208
23-12-2015,3061,692,2930,3208
24-12-2015,3061,704,2922,3208
25-12-2015,3077,716,2914,3208
26-12-2015,3087,725,2908,3205
27-12-2015,3095,731,2904,3199
28-12-2015,3101,730,2896,3187
29-12-2015,3104,727,2888,3179
30-12-2015,3108,723,2880,3171
31-12-2015,3111,721,2872,3162
01-01-2016,3114,717,2864,3153
02-01-2016,3118,716,2856,3143
03-01-2016,3121,712,2849,3133
04-01-2016,3124,707,2841,3123
05-01-2016,3128,703,2833,3113
06-01-2016,3131,697,2825,3105
07-01-2016,3135,692,2817,3099
08-01-2016,3159,688,2808,3091
09-01-2016,3159,681,2800,3083
10-01-2016,3159,673,2792,3075
11-01-2016,3167,664,2784,3069
12-01-2016,3175,655,2776,3061
13-01-2016,3186,648,2768,3053
14-01-2016,3194,643,2760,3045
15-01-2016,3213,628,2744,3025
16-01-2016,3213,628,2744,3025
17-01-2016,3221,622,2736,3015
18-01-2016,3231,616,2728,3005
19-01-2016,3231,610,2720,2996
20-01-2016,3231,604,2713,2986
21-01-2016,3224,598,2705,2976
22-01-2016,3186,593,2709,2966
23-01-2016,3159,588,2718,2955
24-01-2016,3111,583,2728,2945
25-01-2016,3064,578,2741,2945
26-01-2016,3015,571,2755,2935
27-01-2016,2960,565,2767,2935
28-01-2016,2896,559,2778,2939
29-01-2016,2832,544,2790,2944
30-01-2016,2767,540,2803,2965
31-01-2016,2696,537,2813,2983
01-02-2016,2627,533,2827,3018
02-02-2016,2559,529,2839,3042
03-02-2016,2489,525,2847,3061
04-02-2016,2424,521,2854,3077
05-02-2016,2365,516,2866,3096
06-02-2016,2304,511,2880,3115
07-02-2016,2255,505,2894,3135
08-02-2016,2190,500,2908,3154
09-02-2016,2155,495,2922,3158
10-02-2016,2150,489,2928,3148
11-02-2016,2145,483,2934,3138
12-02-2016,2140,477,2922,3127
13-02-2016,2137,471,2910,3112
14-02-2016,2137,471,2910,3112
15-02-2016,2127,459,2886,3080
16-02-2016,2121,453,2874,3064
17-02-2016,2116,447,2862,3050
18-02-2016,2111,441,2851,3037
19-02-2016,2106,435,2839,3024
20-02-2016,2100,429,2827,3011
21-02-2016,2095,423,2815,2998
22-02-2016,2090,417,2803,2986
23-02-2016,2085,411,2792,2970
24-02-2016,2080,405,2780,2956
25-02-2016,2074,399,2769,2941
26-02-2016,2069,394,2757,2926
27-02-2016,2064,389,2745,2910
28-02-2016,2059,385,2734,2892
29-02-2016,2054,380,2722,2874
01-03-2016,2049,376,2711,2855
02-03-2016,2044,372,2699,2840
03-03-2016,2039,368,2688,2825
04-03-2016,2033,364,2676,2810
05-03-2016,2028,360,2665,2795
06-03-2016,2023,356,2653,2780
07-03-2016,2018,352,2642,2765
08-03-2016,2013,348,2630,2750
09-03-2016,2008,344,2618,2735
10-03-2016,2003,340,2605,2720
11-03-2016,1998,336,2593,2705
12-03-2016,1993,332,2581,2690
13-03-2016,1990,328,2569,2675
14-03-2016,1988,324,2557,2660
15-03-2016,1983,320,2544,2645
16-03-2016,1978,316,2532,2630
17-03-2016,1975,312,2520,2615
18-03-2016,1973,308,2509,2600
19-03-2016,1968,304,2497,2584
20-03-2016,1965,300,2485,2568
21-03-2016,1960,296,2473,2552
22-03-2016,1958,292,2461,2536
23-03-2016,1953,288,2449,2520
24-03-2016,1948,284,2438,2505
25-03-2016,1948,284,2438,2505
26-03-2016,1938,276,2415,2474
27-03-2016,1933,272,2403,2458
28-03-2016,1928,268,2392,2442
29-03-2016,1923,264,2380,2426
30-03-2016,1918,260,2369,2410
31-03-2016,1916,256,2357,2394
01-04-2016,1911,252,2346,2378
02-04-2016,1906,248,2331,2362
03-04-2016,1901,244,2316,2346
04-04-2016,1896,240,2302,2330
05-04-2016,1891,236,2287,2314
06-04-2016,1886,232,2272,2298
07-04-2016,1882,228,2255,2282
08-04-2016,1877,224,2239,2266
09-04-2016,1872,220,2223,2250
10-04-2016,1867,216,2207,2234
11-04-2016,1862,212,2191,2218
12-04-2016,1857,208,2175,2202
13-04-2016,1853,204,2159,2186
14-04-2016,1853,204,2159,2186
15-04-2016,1843,196,2127,2154
16-04-2016,1838,192,2111,2138
17-04-2016,1838,192,2111,2138
18-04-2016,1829,184,2078,2106
19-04-2016,1829,184,2078,2106
20-04-2016,1746,176,2045,2128
21-04-2016,1698,172,2028,2145
22-04-2016,1651,168,2011,2150
23-04-2016,1651,168,2011,2150
24-04-2016,1557,160,1977,2189
25-04-2016,1510,156,1960,2208
26-04-2016,1489,152,1943,2208
27-04-2016,1438,148,1928,2227
28-04-2016,1387,144,1911,2247
29-04-2016,1338,135,1901,2266
30-04-2016,1288,127,1891,2286
01-05-2016,1239,120,1881,2307
02-05-2016,1190,113,1871,2328
03-05-2016,1142,106,1861,2348
04-05-2016,1095,101,1850,2368
05-05-2016,1048,99,1836,2388
06-05-2016,1001,97,1821,2407
07-05-2016,954,96,1807,2426
08-05-2016,930,95,1792,2445
09-05-2016,927,94,1779,2429
10-05-2016,924,93,1766,2413
11-05-2016,919,92,1753,2398
12-05-2016,917,90,1740,2384
13-05-2016,914,89,1727,2370
14-05-2016,911,87,1713,2356
15-05-2016,911,87,1713,2356
16-05-2016,905,85,1684,2328
17-05-2016,902,84,1671,2374
18-05-2016,917,91,1724,2464
19-05-2016,1079,98,1782,2493
20-05-2016,1111,98,1775,2483
21-05-2016,1111,96,1761,2470
22-05-2016,1107,94,1747,2457
23-05-2016,1103,92,1732,2443
24-05-2016,1100,91,1719,2430
25-05-2016,1096,90,1705,2417
26-05-2016,1092,89,1692,2404
27-05-2016,1088,88,1679,2391
28-05-2016,1084,87,1665,2375
29-05-2016,1079,86,1652,2358
30-05-2016,1074,85,1638,2342
31-05-2016,1070,84,1624,2326
01-06-2016,1065,83,1611,2310
02-06-2016,1062,82,1597,2294
03-06-2016,1057,81,1584,2278
04-06-2016,1054,81,1570,2262
05-06-2016,1050,80,1557,2246
06-06-2016,1045,80,1543,2230
07-06-2016,1042,79,1529,2214
08-06-2016,1038,82,1517,2236
09-06-2016,1038,82,1503,2247
10-06-2016,1035,82,1489,2236
11-06-2016,1030,82,1476,2220
12-06-2016,1026,82,1462,2204
13-06-2016,1021,82,1448,2188
14-06-2016,1018,82,1434,2172
15-06-2016,1014,82,1421,2156
16-06-2016,1010,82,1408,2140
17-06-2016,1007,82,1394,2124
18-06-2016,1004,81,1380,2108
19-06-2016,999,81,1367,2092
20-06-2016,999,81,1354,2076
21-06-2016,999,81,1339,2060
22-06-2016,1029,81,1325,2044
23-06-2016,1039,81,1312,2028
24-06-2016,1041,81,1298,2012
25-06-2016,1041,80,1282,1996
26-06-2016,1036,80,1269,1996
27-06-2016,1033,80,1256,1996
28-06-2016,1029,80,1242,1980
29-06-2016,1026,80,1230,2002
30-06-2016,1021,80,1216,1993
01-07-2016,1018,80,1202,1977
02-07-2016,1015,79,1189,1961
03-07-2016,1013,79,1175,1945
04-07-2016,1010,79,1161,1929
05-07-2016,1013,79,1147,1915
06-07-2016,1010,79,1133,1901
07-07-2016,1007,79,1118,1901
08-07-2016,1004,79,1104,1895
09-07-2016,982,79,1090,1882
10-07-2016,950,79,1090,1869
11-07-2016,917,79,1096,1856
12-07-2016,884,79,1103,1843
13-07-2016,851,79,1109,1830
14-07-2016,818,79,1115,1817
15-07-2016,825,79,1117,1804
16-07-2016,805,79,1120,1791
17-07-2016,776,79,1124,1778
18-07-2016,744,79,1128,1765
19-07-2016,715,78,1133,1752
20-07-2016,682,77,1137,1739
21-07-2016,649,76,1141,1726
22-07-2016,615,75,1144,1711
23-07-2016,582,74,1148,1696
24-07-2016,549,73,1152,1681
25-07-2016,517,73,1156,1666
26-07-2016,514,73,1160,1651
27-07-2016,536,73,1147,1636
28-07-2016,559,73,1134,1621
29-07-2016,578,73,1121,1606
30-07-2016,597,73,1108,1591
31-07-2016,617,73,1095,1576
01-08-2016,643,73,1082,1561
02-08-2016,662,73,1069,1546
03-08-2016,662,73,1056,1531
04-08-2016,662,73,1042,1516
05-08-2016,662,73,1029,1501
06-08-2016,660,73,1015,1486
07-08-2016,656,73,1002,1471
08-08-2016,653,73,989,1456
09-08-2016,650,73,975,1441
10-08-2016,648,73,962,1426
11-08-2016,644,73,949,1428
12-08-2016,641,73,936,1416
13-08-2016,639,73,923,1401
14-08-2016,635,72,910,1386
15-08-2016,632,72,897,1371
16-08-2016,628,72,884,1356
17-08-2016,626,72,870,1341
18-08-2016,623,72,857,1326
19-08-2016,620,72,843,1311
20-08-2016,617,72,830,1296
21-08-2016,613,72,817,1281
22-08-2016,609,72,804,1266
23-08-2016,605,72,791,1251
24-08-2016,601,72,778,1236
25-08-2016,597,71,765,1221
26-08-2016,593,71,752,1206
27-08-2016,589,71,739,1191
28-08-2016,584,71,726,1176
29-08-2016,580,70,713,1161
30-08-2016,577,70,700,1153
31-08-2016,573,69,687,1153
01-09-2016,569,69,674,1145
02-09-2016,565,70,664,1159
03-09-2016,561,69,651,1153
04-09-2016,556,69,638,1153
05-09-2016,553,68,625,1142
06-09-2016,549,67,613,1127
07-09-2016,545,67,601,1112
08-09-2016,541,66,589,1097
09-09-2016,536,66,578,1082
10-09-2016,533,66,568,1067
11-09-2016,529,65,558,1083
12-09-2016,525,65,547,1084
