Date,ABBIGERE,AGARA,AKSHAYANAGARA,ALLALASANDRA
05-02-2012,3025,475,2749,2673
06-02-2012,3018,467,2743,2660
07-02-2012,3012,462,2739,2648
08-02-2012,3005,457,2732,2636
09-02-2012,2999,450,2724,2624
10-02-2012,2992,442,2716,2612
11-02-2012,2986,434,2711,2603
12-02-2012,2979,426,2705,2591
13-02-2012,2973,420,2699,2579
14-02-2012,2966,412,2692,2567
15-02-2012,2963,405,2686,2555
16-02-2012,2957,398,2678,2547
17-02-2012,2953,392,2671,2539
18-02-2012,2947,385,2665,2530
19-02-2012,2940,377,2659,2518
20-02-2012,2934,371,2653,2506
21-02-2012,2928,364,2646,2494
22-02-2012,2921,357,2638,2482
23-02-2012,2915,351,2630,2473
24-02-2012,2908,344,2622,2465
25-02-2012,2902,336,2613,2453
26-02-2012,2896,328,2607,2441
27-02-2012,2889,320,2599,2428
28-02-2012,2880,314,2591,2416
29-02-2012,2870,307,2581,2403
01-03-2012,2858,300,2572,2390
02-03-2012,2845,295,2563,2377
03-03-2012,2832,288,2555,2364
04-03-2012,2820,282,2546,2351
05-03-2012,2807,275,2536,2338
06-03-2012,2798,268,2528,2325
07-03-2012,2789,264,2520,2312
08-03-2012,2779,257,2513,2299
09-03-2012,2770,250,2501,2289
10-03-2012,2761,244,2491,2280
11-03-2012,2752,238,2481,2271
12-03-2012,2742,231,2473,2262
13-03-2012,2733,225,2467,2252
14-03-2012,2724,218,2457,2238
15-03-2012,2715,212,2448,2225
16-03-2012,2706,205,2442,2211
17-03-2012,2696,198,2434,2199
18-03-2012,2687,191,2428,2186
19-03-2012,2678,184,2422,2172
20-03-2012,2669,178,2415,2159
21-03-2012,2660,171,2409,2146
22-03-2012,2651,164,2401,2132
23-03-2012,2645,157,2394,2118
24-03-2012,2636,152,2384,2104
25-03-2012,2630,146,2373,2089
26-03-2012,2621,140,2361,2075
27-03-2012,2615,134,2349,2061
28-03-2012,2606,128,2337,2047
29-03-2012,2600,122,2326,2032
30-03-2012,2592,114,2315,2018
31-03-2012,2586,107,2302,2004
01-04-2012,2577,102,2290,1989
02-04-2012,2571,98,2276,1974
03-04-2012,2562,95,2259,1960
04-04-2012,2556,93,2243,1945
05-04-2012,2547,92,2223,1930
06-04-2012,2542,91,2203,1915
07-04-2012,2533,90,2187,1900
08-04-2012,2527,89,2171,1885
09-04-2012,2521,89,2159,1871
10-04-2012,2513,88,2144,1856
11-04-2012,2507,88,2129,1842
12-04-2012,2501,88,2113,1828
13-04-2012,2495,88,2097,1814
14-04-2012,2489,88,2082,1800
15-04-2012,2481,88,2066,1786
16-04-2012,2475,87,2051,1772
17-04-2012,2467,87,2035,1758
18-04-2012,2458,87,2020,1743
19-04-2012,2452,87,2004,1728
20-04-2012,2444,87,1989,1714
21-04-2012,2438,87,1974,1700
22-04-2012,2429,87,1958,1686
23-04-2012,2421,86,1942,1672
24-04-2012,2412,86,1926,1660
25-04-2012,2401,86,1911,1649
26-04-2012,2390,86,1896,1636
27-04-2012,2379,86,1881,1624
28-04-2012,2367,86,1865,1611
29-04-2012,2356,86,1850,1598
30-04-2012,2356,86,1835,1586
01-05-2012,2348,86,1820,1574
02-05-2012,2337,85,1805,1561
03-05-2012,2326,85,1790,1550
04-05-2012,2317,85,1774,1539
05-05-2012,2306,85,1759,1528
06-05-2012,2295,85,1745,1515
07-05-2012,2285,85,1730,1502
08-05-2012,2274,84,1714,1489
09-05-2012,2263,84,1698,1476
10-05-2012,2252,84,1682,1463
11-05-2012,2244,84,1666,1450
12-05-2012,2233,84,1649,1437
13-05-2012,2225,84,1633,1424
14-05-2012,2217,83,1617,1411
15-05-2012,2209,83,1600,1398
16-05-2012,2198,83,1584,1385
17-05-2012,2190,83,1567,1372
18-05-2012,2190,83,1550,1359
19-05-2012,2182,83,1534,1346
20-05-2012,2174,83,1518,1333
21-05-2012,2166,83,1501,1320
22-05-2012,2158,83,1485,1307
23-05-2012,2150,83,1468,1294
24-05-2012,2142,83,1451,1281
25-05-2012,2134,83,1434,1268
26-05-2012,2127,83,1418,1255
27-05-2012,2119,83,1402,1242
28-05-2012,2111,83,1386,1229
29-05-2012,2103,83,1369,1216
30-05-2012,2095,83,1352,1203
31-05-2012,2087,83,1335,1190
01-06-2012,2080,83,1319,1177
02-06-2012,2072,83,1302,1164
03-06-2012,2064,83,1285,1151
04-06-2012,2056,83,1269,1138
05-06-2012,2049,83,1252,1125
06-06-2012,2041,83,1235,1112
07-06-2012,2036,83,1219,1099
08-06-2012,2031,83,1202,1086
09-06-2012,2023,83,1185,1073
10-06-2012,2016,83,1169,1060
11-06-2012,2008,83,1152,1046
12-06-2012,2000,83,1135,1032
13-06-2012,1993,83,1117,1019
14-06-2012,1988,83,1100,1005
15-06-2012,1990,83,1083,991
16-06-2012,1995,83,1067,978
17-06-2012,1998,83,1051,964
18-06-2012,1985,83,1035,950
19-06-2012,1975,83,1034,936
20-06-2012,1950,83,1044,922
21-06-2012,1931,83,1054,908
22-06-2012,1906,83,1059,893
23-06-2012,1882,83,1073,878
24-06-2012,1857,83,1087,864
25-06-2012,1833,83,1100,849
26-06-2012,1810,83,1115,834
27-06-2012,1788,83,1128,819
28-06-2012,1767,83,1131,804
29-06-2012,1742,85,1152,789
30-06-2012,1721,85,1170,774
01-07-2012,1705,85,1201,759
02-07-2012,1675,85,1221,744
03-07-2012,1635,85,1231,744
04-07-2012,1595,85,1237,753
05-07-2012,1557,85,1244,761
06-07-2012,1518,85,1248,770
07-07-2012,1481,85,1251,780
08-07-2012,1444,85,1253,790
09-07-2012,1408,85,1257,800
10-07-2012,1371,85,1262,810
11-07-2012,1497,85,1266,820
12-07-2012,1469,85,1270,831
13-07-2012,1430,85,1274,841
14-07-2012,1396,85,1278,871
15-07-2012,1424,85,1288,892
16-07-2012,1418,85,1294,903
17-07-2012,1385,85,1308,914
18-07-2012,1373,85,1318,956
19-07-2012,1342,85,1327,985
20-07-2012,1310,85,1331,996
21-07-2012,1279,85,1335,1007
22-07-2012,1248,85,1339,1018
23-07-2012,1216,85,1344,1029
24-07-2012,1185,85,1348,1040
25-07-2012,1155,85,1352,1051
26-07-2012,1128,85,1356,1061
27-07-2012,1095,85,1361,1071
28-07-2012,1062,85,1365,1082
29-07-2012,1032,85,1370,1092
30-07-2012,1001,85,1373,1103
31-07-2012,969,85,1375,1112
01-08-2012,940,85,1378,1123
02-08-2012,914,85,1378,1133
03-08-2012,888,85,1378,1144
04-08-2012,888,85,1378,1155
05-08-2012,863,85,1378,1166
06-08-2012,839,85,1378,1177
07-08-2012,819,85,1378,1188
08-08-2012,799,85,1378,1200
09-08-2012,909,85,1378,1208
10-08-2012,909,85,1380,1215
11-08-2012,888,85,1381,1220
12-08-2012,868,85,1381,1226
13-08-2012,849,85,1381,1231
14-08-2012,837,85,1381,1259
15-08-2012,832,85,1384,1274
16-08-2012,832,85,1384,1283
17-08-2012,825,85,1384,1289
18-08-2012,804,85,1389,1302
19-08-2012,782,85,1389,1308
20-08-2012,760,85,1389,1314
21-08-2012,734,85,1389,1319
22-08-2012,707,85,1389,1323
23-08-2012,683,85,1389,1329
24-08-2012,661,85,1387,1335
25-08-2012,636,85,1386,1340
26-08-2012,689,85,1389,1365
27-08-2012,664,85,1387,1375
28-08-2012,637,85,1386,1381
29-08-2012,644,85,1384,1387
30-08-2012,617,85,1381,1393
31-08-2012,635,85,1378,1399
01-09-2012,614,85,1375,1404
02-09-2012,595,85,1373,1409
03-09-2012,606,85,1378,1425
04-09-2012,600,85,1378,1430
05-09-2012,593,85,1378,1422
06-09-2012,587,85,1378,1409
07-09-2012,579,85,1380,1397
08-09-2012,635,86,1408,1409
09-09-2012,628,88,1416,1404
10-09-2012,619,88,1419,1391
11-09-2012,622,88,1422,1397
12-09-2012,618,88,1424,1384
13-09-2012,622,89,1428,1375
14-09-2012,649,90,1451,1375
15-09-2012,670,91,1464,1375
16-09-2012,678,91,1473,1366
17-09-2012,685,91,1476,1353
18-09-2012,681,91,1479,1340
19-09-2012,677,91,1482,1327
20-09-2012,673,91,1485,1315
21-09-2012,685,91,1488,1322
22-09-2012,679,91,1491,1312
23-09-2012,671,91,1494,1300
24-09-2012,664,91,1497,1288
25-09-2012,656,91,1500,1275
26-09-2012,646,91,1503,1262
27-09-2012,639,93,1524,1249
28-09-2012,631,93,1529,1237
29-09-2012,622,93,1532,1225
30-09-2012,606,93,1535,1212
01-10-2012,593,93,1538,1199
02-10-2012,588,93,1541,1186
03-10-2012,583,93,1544,1173
04-10-2012,578,93,1547,1160
05-10-2012,573,93,1550,1147
06-10-2012,568,93,1553,1134
07-10-2012,607,93,1558,1124
08-10-2012,598,93,1561,1111
09-10-2012,589,93,1564,1098
10-10-2012,579,93,1567,1085
11-10-2012,568,93,1570,1072
12-10-2012,556,93,1573,1059
13-10-2012,545,93,1575,1046
14-10-2012,533,93,1575,1033
15-10-2012,546,93,1575,1020
16-10-2012,535,93,1576,1007
17-10-2012,524,93,1584,997
18-10-2012,524,93,1600,1010
19-10-2012,540,96,1627,1040
20-10-2012,579,101,1670,1068
21-10-2012,627,124,1746,1075
22-10-2012,656,155,1774,1086
23-10-2012,670,178,1784,1086
24-10-2012,679,190,1792,1098
25-10-2012,679,193,1795,1098
26-10-2012,674,195,1797,1098
27-10-2012,668,195,1797,1098
28-10-2012,661,195,1797,1093
29-10-2012,653,195,1797,1085
30-10-2012,645,195,1797,1077
31-10-2012,664,202,1831,1161
01-11-2012,695,218,1886,1193
02-11-2012,713,226,1893,1210
03-11-2012,749,239,1926,1238
04-11-2012,829,277,1980,1251
05-11-2012,888,322,2016,1268
06-11-2012,917,338,2025,1278
07-11-2012,941,345,2033,1283
08-11-2012,950,349,2042,1288
09-11-2012,950,349,2045,1288
10-11-2012,948,349,2045,1288
11-11-2012,948,347,2045,1285
12-11-2012,951,347,2042,1280
13-11-2012,951,346,2037,1273
14-11-2012,951,345,2032,1265
15-11-2012,945,344,2027,1257
16-11-2012,940,344,2023,1249
17-11-2012,932,342,2018,1242
18-11-2012,924,341,2013,1235
19-11-2012,914,340,2008,1228
20-11-2012,905,339,2003,1221
21-11-2012,897,338,1999,1214
22-11-2012,890,337,1994,1207
23-11-2012,888,337,1994,1200
24-11-2012,882,336,1994,1192
25-11-2012,874,335,1989,1185
26-11-2012,864,334,1985,1177
27-11-2012,853,333,1982,1169
28-11-2012,840,332,1979,1162
29-11-2012,828,331,1977,1155
30-11-2012,812,330,1974,1148
01-12-2012,796,329,1970,1141
02-12-2012,781,328,1967,1134
03-12-2012,782,331,1972,1127
04-12-2012,917,346,2037,1227
05-12-2012,1056,368,2068,1307
06-12-2012,1173,398,2076,1332
07-12-2012,1268,418,2082,1345
08-12-2012,1333,435,2087,1350
09-12-2012,1373,452,2087,1352
10-12-2012,1396,461,2087,1352
11-12-2012,1416,468,2087,1349
12-12-2012,1432,471,2087,1342
13-12-2012,1446,473,2087,1335
14-12-2012,1458,471,2087,1327
15-12-2012,1464,469,2087,1320
16-12-2012,1467,467,2087,1310
17-12-2012,1469,465,2087,1300
18-12-2012,1471,463,2087,1290
19-12-2012,1473,462,2087,1280
20-12-2012,1473,461,2087,1270
21-12-2012,1473,461,2087,1259
22-12-2012,1473,460,2087,1248
23-12-2012,1473,460,2087,1236
24-12-2012,1032,537,1641,1875
25-12-2012,1473,459,2087,1215
26-12-2012,1473,459,2087,1207
27-12-2012,1473,458,2087,1198
28-12-2012,1473,458,2087,1190
29-12-2012,1473,458,2097,1181
30-12-2012,1504,471,2146,1226
31-12-2012,1518,471,2162,1234
01-01-2013,1520,471,2164,1239
02-01-2013,1523,471,2166,1241
03-01-2013,1525,471,2169,1236
04-01-2013,1527,471,2171,1228
05-01-2013,1529,471,2173,1221
06-01-2013,1537,471,2175,1214
07-01-2013,1542,471,2176,1207
08-01-2013,1544,470,2178,1199
09-01-2013,1542,470,2180,1190
10-01-2013,1539,470,2182,1181
11-01-2013,1535,468,2184,1173
12-01-2013,1529,467,2184,1165
13-01-2013,1523,467,2184,1157
14-01-2013,1516,466,2184,1149
15-01-2013,1510,465,2184,1141
16-01-2013,1504,464,2184,1133
17-01-2013,1500,462,2184,1125
18-01-2013,1495,460,2184,1116
19-01-2013,1491,458,2184,1105
20-01-2013,1487,456,2184,1093
21-01-2013,1481,454,2184,1081
22-01-2013,1475,452,2184,1069
23-01-2013,1469,450,2184,1055
24-01-2013,1462,448,2184,1042
25-01-2013,1456,446,2184,1029
26-01-2013,1448,444,2184,1016
27-01-2013,1440,444,2184,1003
28-01-2013,1430,443,2184,992
29-01-2013,1418,442,2184,980
30-01-2013,1406,423,2198,968
31-01-2013,1381,413,2207,970
01-02-2013,1359,398,2212,980
02-02-2013,1338,379,2218,993
03-02-2013,1316,360,2225,1006
04-02-2013,1293,342,2230,1019
05-02-2013,1272,323,2236,1030
06-02-2013,1250,304,2241,1041
07-02-2013,1232,285,2246,1052
08-02-2013,1213,267,2250,1063
09-02-2013,1195,249,2255,1074
10-02-2013,1177,230,2261,1085
11-02-2013,1160,211,2266,1098
12-02-2013,1143,196,2270,1111
13-02-2013,1124,184,2274,1124
14-02-2013,1104,172,2276,1137
15-02-2013,1084,159,2278,1150
16-02-2013,1067,145,2279,1180
17-02-2013,1103,135,2291,1210
18-02-2013,1127,131,2303,1260
19-02-2013,1138,123,2303,1290
20-02-2013,1128,117,2300,1322
21-02-2013,1116,109,2294,1340
22-02-2013,1104,112,2287,1353
23-02-2013,1090,98,2276,1366
24-02-2013,1077,95,2263,1379
25-02-2013,1062,93,2250,1392
26-02-2013,1045,92,2236,1406
27-02-2013,1027,91,2221,1420
28-02-2013,1007,90,2205,1433
01-03-2013,986,89,2189,1446
02-03-2013,966,88,2173,1459
03-03-2013,944,87,2157,1472
04-03-2013,919,86,2141,1485
05-03-2013,894,85,2124,1497
06-03-2013,868,84,2108,1509
07-03-2013,891,84,2097,1531
08-03-2013,871,84,2082,1548
09-03-2013,850,83,2068,1560
10-03-2013,829,82,2054,1572
11-03-2013,807,81,2040,1584
12-03-2013,786,81,2025,1596
13-03-2013,786,81,2025,1596
14-03-2013,741,81,1997,1624
15-03-2013,718,81,1982,1638
16-03-2013,697,81,1968,1652
17-03-2013,679,81,1953,1666
18-03-2013,661,81,1938,1680
19-03-2013,641,81,1923,1694
20-03-2013,617,80,1909,1708
21-03-2013,593,80,1894,1718
22-03-2013,572,80,1879,1731
23-03-2013,553,79,1864,1737
24-03-2013,534,79,1848,1745
25-03-2013,512,79,1833,1755
26-03-2013,491,78,1818,1765
27-03-2013,469,78,1802,1775
28-03-2013,446,77,1787,1780
29-03-2013,425,77,1772,1790
30-03-2013,401,76,1756,1796
31-03-2013,406,76,1741,1787
01-04-2013,411,75,1725,1775
02-04-2013,416,75,1711,1763
03-04-2013,422,74,1697,1751
04-04-2013,427,74,1682,1739
05-04-2013,432,73,1666,1727
06-04-2013,437,73,1650,1715
07-04-2013,441,72,1635,1705
08-04-2013,444,72,1620,1694
09-04-2013,446,71,1606,1683
10-04-2013,446,71,1591,1672
11-04-2013,445,70,1576,1663
12-04-2013,444,70,1561,1653
13-04-2013,443,69,1546,1643
14-04-2013,441,69,1530,1632
15-04-2013,439,68,1514,1621
16-04-2013,437,68,1497,1610
17-04-2013,434,67,1480,1600
18-04-2013,432,66,1464,1589
19-04-2013,430,64,1448,1578
20-04-2013,428,63,1432,1568
21-04-2013,426,61,1415,1557
22-04-2013,423,59,1399,1545
23-04-2013,421,57,1383,1533
24-04-2013,419,55,1368,1519
25-04-2013,417,53,1352,1505
26-04-2013,415,51,1336,1493
27-04-2013,412,49,1321,1479
28-04-2013,410,47,1305,1465
29-04-2013,408,45,1289,1450
30-04-2013,406,43,1273,1436
01-05-2013,404,41,1257,1422
02-05-2013,401,39,1241,1407
03-05-2013,399,37,1225,1392
04-05-2013,397,35,1210,1379
05-05-2013,395,33,1195,1366
06-05-2013,393,31,1179,1352
07-05-2013,391,29,1164,1338
08-05-2013,388,27,1150,1324
09-05-2013,386,26,1135,1310
10-05-2013,384,24,1120,1296
11-05-2013,382,22,1105,1282
12-05-2013,380,20,1090,1268
13-05-2013,378,18,1074,1254
14-05-2013,376,16,1059,1240
15-05-2013,373,14,1044,1226
16-05-2013,371,12,1029,1212
17-05-2013,369,10,1014,1198
18-05-2013,367,8,1000,1184
19-05-2013,365,6,985,1170
20-05-2013,363,4,970,1156
21-05-2013,361,2,955,1143
22-05-2013,359,0,940,1130
23-05-2013,356,0,924,1119
24-05-2013,354,0,913,1109
25-05-2013,352,0,901,1096
26-05-2013,349,0,890,1086
27-05-2013,347,0,880,1073
28-05-2013,345,0,867,1061
29-05-2013,343,0,857,1048
30-05-2013,341,0,844,1034
31-05-2013,339,0,834,1023
01-06-2013,337,0,821,1012
02-06-2013,335,0,811,1001
03-06-2013,333,0,798,991
04-06-2013,331,0,788,982
05-06-2013,329,0,775,970
06-06-2013,327,0,765,958
07-06-2013,325,0,752,963
08-06-2013,323,0,742,966
09-06-2013,321,0,729,956
10-06-2013,319,0,719,946
11-06-2013,317,0,705,946
12-06-2013,315,0,696,936
13-06-2013,312,0,683,927
14-06-2013,309,0,673,918
15-06-2013,305,0,660,909
16-06-2013,301,0,650,900
17-06-2013,296,0,637,892
18-06-2013,291,0,627,883
19-06-2013,286,0,614,874
20-06-2013,282,0,604,862
21-06-2013,277,0,591,852
22-06-2013,271,0,581,843
23-06-2013,265,0,568,834
24-06-2013,259,0,558,825
25-06-2013,253,0,545,816
26-06-2013,247,0,535,806
27-06-2013,241,0,522,797
28-06-2013,235,0,512,788
29-06-2013,229,0,499,778
30-06-2013,224,0,489,767
01-07-2013,219,0,476,757
02-07-2013,214,0,466,747
03-07-2013,209,0,453,736
04-07-2013,205,0,445,724
05-07-2013,201,0,433,712
06-07-2013,199,0,425,701
07-07-2013,197,0,413,689
08-07-2013,195,0,405,677
09-07-2013,187,0,392,664
10-07-2013,177,0,387,651
11-07-2013,176,0,383,651
12-07-2013,170,0,382,643
13-07-2013,167,0,377,632
14-07-2013,165,0,375,621
15-07-2013,158,0,370,611
16-07-2013,160,0,370,600
17-07-2013,150,0,365,590
18-07-2013,145,0,363,580
19-07-2013,139,0,361,570
20-07-2013,139,0,361,582
21-07-2013,133,0,356,597
22-07-2013,135,0,354,615
23-07-2013,146,0,353,625
24-07-2013,158,0,355,625
25-07-2013,163,0,352,617
26-07-2013,168,0,352,608
27-07-2013,174,0,347,598
28-07-2013,180,0,345,589
29-07-2013,186,0,343,580
30-07-2013,192,0,342,572
31-07-2013,197,0,338,563
01-08-2013,198,0,338,555
02-08-2013,199,0,337,547
03-08-2013,200,0,340,539
04-08-2013,205,0,344,531
05-08-2013,201,0,356,522
06-08-2013,191,0,356,511
07-08-2013,187,0,359,501
08-08-2013,185,0,359,490
09-08-2013,184,0,361,480
10-08-2013,188,0,360,469
11-08-2013,190,0,366,459
12-08-2013,197,0,365,449
13-08-2013,201,0,368,438
14-08-2013,210,0,380,428
15-08-2013,247,0,403,469
16-08-2013,260,0,413,496
17-08-2013,286,0,428,502
18-08-2013,295,0,436,507
19-08-2013,300,0,442,502
20-08-2013,306,0,446,497
21-08-2013,309,0,452,493
22-08-2013,311,0,460,488
23-08-2013,313,0,469,483
24-08-2013,315,0,477,479
25-08-2013,315,0,489,477
26-08-2013,315,0,499,472
27-08-2013,315,0,511,467
28-08-2013,310,0,521,463
29-08-2013,300,0,532,457
30-08-2013,317,0,553,453
31-08-2013,312,0,565,449
01-09-2013,307,0,575,445
02-09-2013,301,0,585,441
03-09-2013,298,0,595,437
04-09-2013,322,0,614,493
05-09-2013,327,0,624,519
06-09-2013,322,0,636,519
07-09-2013,315,0,646,515
08-09-2013,307,0,655,513
09-09-2013,298,0,667,513
10-09-2013,289,0,677,511
11-09-2013,319,0,692,569
12-09-2013,357,0,713,656
13-09-2013,380,0,773,724
14-09-2013,402,0,789,743
15-09-2013,411,0,799,743
16-09-2013,409,0,815,740
17-09-2013,404,0,825,735
18-09-2013,398,0,836,733
19-09-2013,402,0,849,729
20-09-2013,400,0,860,724
21-09-2013,395,0,870,718
22-09-2013,395,0,881,713
23-09-2013,389,0,891,707
24-09-2013,378,0,901,702
25-09-2013,367,0,911,697
26-09-2013,359,0,922,693
27-09-2013,351,0,932,688
28-09-2013,348,0,944,683
29-09-2013,343,0,954,678
30-09-2013,334,0,966,673
01-10-2013,329,0,976,668
02-10-2013,319,0,990,663
03-10-2013,309,0,1000,658
04-10-2013,308,0,1029,653
05-10-2013,297,0,1039,648
06-10-2013,285,0,1049,643
07-10-2013,273,0,1059,638
08-10-2013,263,26,1071,633
09-10-2013,251,26,1077,628
10-10-2013,259,26,1081,623
11-10-2013,257,30,1087,630
12-10-2013,251,32,1092,626
13-10-2013,240,34,1096,622
14-10-2013,230,36,1100,617
15-10-2013,220,51,1105,613
16-10-2013,209,55,1111,608
17-10-2013,202,55,1113,603
18-10-2013,197,55,1115,597
19-10-2013,188,55,1117,593
20-10-2013,188,59,1125,626
21-10-2013,200,66,1137,721
22-10-2013,225,75,1190,749
23-10-2013,239,85,1214,753
24-10-2013,249,92,1221,753
25-10-2013,251,96,1228,753
26-10-2013,298,102,1245,765
27-10-2013,337,115,1262,765
28-10-2013,384,123,1266,761
29-10-2013,428,129,1281,759
30-10-2013,452,133,1302,756
31-10-2013,455,136,1317,752
01-11-2013,457,142,1332,749
02-11-2013,454,145,1347,745
03-11-2013,445,150,1373,740
04-11-2013,434,155,1396,749
05-11-2013,683,173,1938,990
06-11-2013,413,161,1418,751
07-11-2013,402,163,1428,747
08-11-2013,392,163,1437,743
09-11-2013,382,163,1448,739
10-11-2013,374,163,1457,735
11-11-2013,364,162,1465,731
12-11-2013,357,162,1470,726
13-11-2013,349,162,1476,722
14-11-2013,341,161,1485,717
15-11-2013,334,161,1491,713
16-11-2013,322,161,1497,713
17-11-2013,376,163,1520,816
18-11-2013,550,165,1570,868
19-11-2013,653,165,1599,962
20-11-2013,709,165,1627,994
21-11-2013,729,165,1647,999
22-11-2013,733,165,1666,999
23-11-2013,730,165,1687,993
24-11-2013,725,168,1708,988
25-11-2013,747,171,1729,984
26-11-2013,757,171,1749,976
27-11-2013,764,171,1769,972
28-11-2013,770,171,1789,968
29-11-2013,763,171,1810,964
30-11-2013,753,170,1828,960
01-12-2013,747,170,1850,956
02-12-2013,737,173,1878,951
03-12-2013,724,173,1899,975
04-12-2013,705,173,1918,985
05-12-2013,683,173,1938,990
06-12-2013,664,173,1957,984
07-12-2013,644,173,1977,978
08-12-2013,623,173,1992,972
09-12-2013,601,173,2006,966
10-12-2013,575,173,2021,959
11-12-2013,550,173,2039,953
12-12-2013,530,173,2051,947
13-12-2013,515,173,2061,954
14-12-2013,493,173,2075,954
15-12-2013,470,173,2089,948
16-12-2013,449,173,2101,942
17-12-2013,427,173,2113,936
18-12-2013,405,173,2124,930
19-12-2013,381,173,2131,925
20-12-2013,359,173,2138,920
21-12-2013,335,173,2146,916
22-12-2013,311,172,2150,912
23-12-2013,287,172,2155,909
24-12-2013,270,172,2159,906
25-12-2013,251,172,2162,902
26-12-2013,232,172,2164,898
27-12-2013,214,172,2166,894
28-12-2013,199,171,2167,890
29-12-2013,184,171,2167,887
30-12-2013,172,171,2167,883
31-12-2013,160,171,2167,879
01-01-2014,147,170,2166,874
02-01-2014,138,169,2160,870
03-01-2014,129,169,2153,865
04-01-2014,122,169,2148,860
05-01-2014,460,123,1627,938
06-01-2014,111,168,2134,847
07-01-2014,107,168,2125,842
08-01-2014,104,167,2118,836
09-01-2014,101,167,2110,832
10-01-2014,98,161,2104,828
11-01-2014,96,152,2104,823
12-01-2014,94,144,2104,819
13-01-2014,93,135,2101,815
14-01-2014,95,129,2097,810
15-01-2014,100,123,2090,805
16-01-2014,104,118,2085,800
17-01-2014,109,113,2078,796
18-01-2014,117,109,2071,791
19-01-2014,123,106,2063,786
20-01-2014,129,103,2058,781
21-01-2014,134,101,2051,776
22-01-2014,138,100,2045,771
23-01-2014,147,99,2037,765
24-01-2014,158,98,2030,760
25-01-2014,165,97,2023,755
26-01-2014,174,97,2018,750
27-01-2014,187,96,2013,745
28-01-2014,202,96,2009,740
29-01-2014,218,95,2004,735
30-01-2014,232,95,2001,730
31-01-2014,244,94,1997,724
01-02-2014,254,94,1994,719
02-02-2014,268,93,1991,714
03-02-2014,287,93,1989,708
04-02-2014,308,92,1987,703
05-02-2014,336,92,1987,698
06-02-2014,428,2,1501,1264
07-02-2014,415,91,1987,686
08-02-2014,454,90,1987,681
09-02-2014,484,90,1990,676
10-02-2014,515,89,1996,671
11-02-2014,545,89,2003,665
12-02-2014,565,88,2013,660
13-02-2014,566,87,2020,654
14-02-2014,568,87,2037,664
15-02-2014,574,86,2054,674
16-02-2014,583,85,2071,682
17-02-2014,593,85,2089,692
18-02-2014,598,84,2108,703
19-02-2014,598,84,2120,715
20-02-2014,592,83,2132,725
21-02-2014,586,83,2141,733
22-02-2014,580,82,2152,742
23-02-2014,575,82,2164,751
24-02-2014,570,81,2176,759
25-02-2014,559,80,2184,763
26-02-2014,549,80,2198,770
27-02-2014,540,79,2212,777
28-02-2014,533,79,2225,783
01-03-2014,526,79,2237,790
02-03-2014,515,79,2252,797
03-03-2014,506,78,2266,804
04-03-2014,506,78,2276,811
05-03-2014,506,78,2287,815
06-03-2014,506,77,2290,818
07-03-2014,496,77,2288,815
08-03-2014,483,77,2285,812
09-03-2014,468,77,2287,807
10-03-2014,452,76,2287,801
11-03-2014,433,76,2289,796
12-03-2014,396,76,2287,796
13-03-2014,366,75,2285,804
14-03-2014,342,75,2283,812
15-03-2014,318,75,2281,820
16-03-2014,290,75,2278,820
17-03-2014,270,74,2276,820
18-03-2014,251,73,2274,820
19-03-2014,232,72,2272,820
20-03-2014,213,70,2268,820
21-03-2014,194,69,2265,819
22-03-2014,175,67,2261,819
23-03-2014,175,67,2261,819
24-03-2014,141,64,2253,815
25-03-2014,128,63,2248,808
26-03-2014,122,61,2239,801
27-03-2014,116,60,2230,794
28-03-2014,110,58,2219,785
29-03-2014,104,56,2209,776
30-03-2014,100,55,2198,766
31-03-2014,96,53,2189,756
01-04-2014,93,52,2178,747
02-04-2014,100,50,2167,739
03-04-2014,106,49,2153,731
04-04-2014,114,47,2139,723
05-04-2014,125,46,2124,715
06-04-2014,137,44,2110,707
07-04-2014,150,43,2094,706
08-04-2014,163,41,2080,705
09-04-2014,177,40,2066,702
10-04-2014,195,38,2052,699
11-04-2014,212,37,2035,695
12-04-2014,234,35,2018,692
13-04-2014,235,34,2001,689
14-04-2014,236,32,1989,696
15-04-2014,232,31,1977,707
16-04-2014,227,29,1965,717
17-04-2014,223,28,1952,725
18-04-2014,220,26,1940,736
19-04-2014,220,25,1926,748
20-04-2014,225,23,1911,760
21-04-2014,230,22,1896,770
22-04-2014,234,20,1881,782
23-04-2014,242,19,1866,795
24-04-2014,261,17,1851,809
25-04-2014,264,16,1835,815
26-04-2014,268,14,1820,832
27-04-2014,268,13,1805,848
28-04-2014,270,11,1792,864
29-04-2014,277,10,1777,881
30-04-2014,286,8,1761,899
01-05-2014,294,7,1746,916
02-05-2014,300,6,1730,933
03-05-2014,307,5,1715,950
04-05-2014,316,4,1700,960
05-05-2014,338,4,1685,970
06-05-2014,348,3,1671,982
07-05-2014,364,3,1653,994
08-05-2014,386,3,1639,1007
09-05-2014,401,3,1624,1021
10-05-2014,409,3,1609,1036
11-05-2014,415,3,1600,1051
12-05-2014,422,3,1594,1065
13-05-2014,425,3,1590,1078
14-05-2014,423,3,1587,1091
15-05-2014,426,3,1584,1101
16-05-2014,430,3,1575,1109
17-05-2014,433,3,1572,1120
18-05-2014,433,3,1569,1131
19-05-2014,432,3,1566,1141
20-05-2014,436,3,1558,1151
